"","n","nchain","run","exp","rmse","cov"
"1148",20000,1,66,1,0.365168591033925,0.937
"1149",20000,2,66,1,0.375499203490322,0.938
"1150",20000,5,66,1,0.354692711136924,0.949
"1151",50000,1,66,1,0.35654962771324,0.927
"1152",50000,2,66,1,0.344152905663634,0.947
"1153",50000,5,66,1,0.34535072598763,0.954
"1154",100,1,67,1,1.47383919131978,0.942
"1155",100,2,67,1,1.47779117638404,0.94
"1156",100,5,67,1,1.48306543678094,0.939
"1157",1000,1,67,1,0.824782313052981,0.969
"1158",1000,2,67,1,0.825438863107377,0.975
"1159",1000,5,67,1,0.836543382434885,0.972
"1160",10000,1,67,1,0.478040450193627,0.937
"1161",10000,2,67,1,0.478463128377426,0.952
"1162",10000,5,67,1,0.464812855295193,0.955
"1163",1e+05,1,67,1,0.30470707134386,0.917
"1164",1e+05,2,67,1,0.294420756251806,0.941
"1165",1e+05,5,67,1,0.298117449736141,0.95
"1166",20000,1,67,1,0.455191192161182,0.895
"1167",20000,2,67,1,0.418813027335578,0.935
"1168",20000,5,67,1,0.423037816630966,0.93
"1169",50000,1,67,1,0.346193933137984,0.896
"1170",50000,2,67,1,0.342166916637667,0.919
"1171",50000,5,67,1,0.359633748071722,0.932
"1172",100,1,68,1,1.404696804407,0.985
"1173",100,2,68,1,1.41132343592139,0.984
"1174",100,5,68,1,1.39020561174597,0.987
"1175",1000,1,68,1,0.948938886196174,0.972
"1176",1000,2,68,1,0.931468118026891,0.97
"1177",1000,5,68,1,0.955198214566816,0.97
"1178",10000,1,68,1,0.419153797141833,0.973
"1179",10000,2,68,1,0.409855463942899,0.962
"1180",10000,5,68,1,0.377343692393706,0.983
"1181",1e+05,1,68,1,0.314857083606995,0.925
"1182",1e+05,2,68,1,0.288276864133863,0.945
"1183",1e+05,5,68,1,0.289433903901381,0.947
"1184",20000,1,68,1,0.383537120787423,0.929
"1185",20000,2,68,1,0.364137957912469,0.955
"1186",20000,5,68,1,0.341272735174005,0.964
"1187",50000,1,68,1,0.299137320125095,0.912
"1188",50000,2,68,1,0.299559254466506,0.945
"1189",50000,5,68,1,0.295366657901341,0.95
"1190",100,1,69,1,1.64300755266997,0.946
"1191",100,2,69,1,1.66005978754856,0.944
"1192",100,5,69,1,1.67414773433073,0.937
"1193",1000,1,69,1,0.885853239777298,0.979
"1194",1000,2,69,1,0.877483201328377,0.984
"1195",1000,5,69,1,0.88822658851843,0.983
"1196",10000,1,69,1,0.45019444066327,0.948
"1197",10000,2,69,1,0.448349671702566,0.96
"1198",10000,5,69,1,0.449948822183637,0.963
"1199",1e+05,1,69,1,0.359550554269915,0.917
"1200",1e+05,2,69,1,0.349464106862066,0.93
"1201",1e+05,5,69,1,0.35018482345805,0.929
"1202",20000,1,69,1,0.358107763904747,0.941
"1203",20000,2,69,1,0.3740093601509,0.933
"1204",20000,5,69,1,0.36766342077543,0.94
"1205",50000,1,69,1,0.311804323018871,0.929
"1206",50000,2,69,1,0.311739573512284,0.94
"1207",50000,5,69,1,0.313684609815418,0.951
"1208",100,1,7,1,1.39983122009585,0.977
"1209",100,2,7,1,1.39552010170897,0.974
"1210",100,5,7,1,1.38333913589077,0.978
"1211",1000,1,7,1,0.908025091621101,0.965
"1212",1000,2,7,1,0.925282850153811,0.958
"1213",1000,5,7,1,0.905265131339967,0.968
"1214",10000,1,7,1,0.371721200211598,0.966
"1215",10000,2,7,1,0.374132892239731,0.969
"1216",10000,5,7,1,0.384167524604494,0.965
"1217",1e+05,1,7,1,0.217076425349315,0.927
"1218",1e+05,2,7,1,0.204570716495081,0.939
"1219",1e+05,5,7,1,0.207950143361474,0.944
"1220",20000,1,7,1,0.359839745161003,0.95
"1221",20000,2,7,1,0.352100672036293,0.956
"1222",20000,5,7,1,0.337167774066604,0.972
"1223",50000,1,7,1,0.35060376549007,0.915
"1224",50000,2,7,1,0.343806378005577,0.93
"1225",50000,5,7,1,0.334691901141461,0.945
"1226",100,1,70,1,1.24262453397818,0.995
"1227",100,2,70,1,1.21625412139162,0.993
"1228",100,5,70,1,1.22864630199307,0.995
"1229",1000,1,70,1,0.838478189589279,0.976
"1230",1000,2,70,1,0.839694193126578,0.979
"1231",1000,5,70,1,0.840212903652415,0.98
"1232",10000,1,70,1,0.445238043467926,0.951
"1233",10000,2,70,1,0.44790683600325,0.957
"1234",10000,5,70,1,0.433938010144119,0.965
"1235",1e+05,1,70,1,0.319714943994411,0.917
"1236",1e+05,2,70,1,0.316801174039952,0.923
"1237",1e+05,5,70,1,0.319876040162723,0.93
"1238",20000,1,70,1,0.363873562599919,0.949
"1239",20000,2,70,1,0.369073887793893,0.95
"1240",20000,5,70,1,0.368946664823651,0.953
"1241",50000,1,70,1,0.300006771133298,0.911
"1242",50000,2,70,1,0.304722743516835,0.925
"1243",50000,5,70,1,0.301172880692963,0.93
"1244",100,1,71,1,1.51114348939902,0.985
"1245",100,2,71,1,1.50174163849542,0.988
"1246",100,5,71,1,1.48857433083901,0.987
"1247",1000,1,71,1,0.939560418649017,0.982
"1248",1000,2,71,1,0.913016117530871,0.984
"1249",1000,5,71,1,0.923927954859803,0.982
"1250",10000,1,71,1,0.441492331673971,0.965
"1251",10000,2,71,1,0.405173260745263,0.974
"1252",10000,5,71,1,0.412904592534045,0.977
"1253",1e+05,1,71,1,0.303108832341968,0.936
"1254",1e+05,2,71,1,0.298803617105938,0.941
"1255",1e+05,5,71,1,0.286831380058768,0.962
"1256",20000,1,71,1,0.328908935779437,0.948
"1257",20000,2,71,1,0.327994268309591,0.953
"1258",20000,5,71,1,0.334276399621738,0.96
"1259",50000,1,71,1,0.274566862489675,0.94
"1260",50000,2,71,1,0.290546725300535,0.919
"1261",50000,5,71,1,0.25458909909808,0.96
"1262",100,1,72,1,1.32582275591718,0.985
"1263",100,2,72,1,1.32629945996193,0.985
"1264",100,5,72,1,1.32915142472194,0.987
"1265",1000,1,72,1,0.886386941656989,0.986
"1266",1000,2,72,1,0.891486038331365,0.979
"1267",1000,5,72,1,0.871567411628314,0.986
"1268",10000,1,72,1,0.44681531518356,0.944
"1269",10000,2,72,1,0.443641668633723,0.959
"1270",10000,5,72,1,0.426599958433658,0.962
"1271",1e+05,1,72,1,0.299336837067583,0.929
"1272",1e+05,2,72,1,0.287593625238712,0.942
"1273",1e+05,5,72,1,0.28350376039781,0.957
"1274",20000,1,72,1,0.303258752159293,0.958
"1275",20000,2,72,1,0.289372970657144,0.971
"1276",20000,5,72,1,0.280859485790409,0.977
"1277",50000,1,72,1,0.212047451098763,0.947
"1278",50000,2,72,1,0.207358925251801,0.964
"1279",50000,5,72,1,0.210900944724414,0.965
"1280",100,1,73,1,1.19333777715447,0.995
"1281",100,2,73,1,1.18886967796139,0.996
"1282",100,5,73,1,1.18479805006905,0.996
"1283",1000,1,73,1,0.811611108533244,0.994
"1284",1000,2,73,1,0.862009811269087,0.992
"1285",1000,5,73,1,0.858699159480437,0.99
"1286",10000,1,73,1,0.402055490265322,0.956
"1287",10000,2,73,1,0.405294090485115,0.953
"1288",10000,5,73,1,0.397705740253323,0.97
"1289",1e+05,1,73,1,0.325076680695467,0.875
"1290",1e+05,2,73,1,0.324291224171787,0.893
"1291",1e+05,5,73,1,0.323105435392776,0.907
"1292",20000,1,73,1,0.36588743190072,0.934
"1293",20000,2,73,1,0.378677895796251,0.927
"1294",20000,5,73,1,0.364748402815425,0.94
"1295",50000,1,73,1,0.365083803711146,0.927
"1296",50000,2,73,1,0.362842811676339,0.95
"1297",50000,5,73,1,0.356306594004081,0.95
"1298",100,1,74,1,1.18557447926647,0.998
"1299",100,2,74,1,1.1959608624533,0.999
"1300",100,5,74,1,1.19668673316883,1
"1301",1000,1,74,1,0.806722829199767,0.985
"1302",1000,2,74,1,0.793581827477966,0.984
"1303",1000,5,74,1,0.78711378054237,0.984
"1304",10000,1,74,1,0.356320715614071,0.973
"1305",10000,2,74,1,0.361844254598024,0.974
"1306",10000,5,74,1,0.364220708223309,0.98
"1307",1e+05,1,74,1,0.334394168984915,0.921
"1308",1e+05,2,74,1,0.329682580066046,0.921
"1309",1e+05,5,74,1,0.334104814687525,0.936
"1310",20000,1,74,1,0.352143585835048,0.937
"1311",20000,2,74,1,0.335206735802598,0.956
"1312",20000,5,74,1,0.337891510092033,0.964
"1313",50000,1,74,1,0.236342036174702,0.922
"1314",50000,2,74,1,0.183915713570908,0.974
"1315",50000,5,74,1,0.196284218466545,0.973
"1316",100,1,75,1,1.43455653068804,0.989
"1317",100,2,75,1,1.43738994560562,0.991
"1318",100,5,75,1,1.44907906403826,0.989
"1319",1000,1,75,1,0.981191916702411,0.947
"1320",1000,2,75,1,0.984154033909308,0.938
"1321",1000,5,75,1,0.975548128749364,0.945
"1322",10000,1,75,1,0.457258493443962,0.937
"1323",10000,2,75,1,0.409645231984151,0.967
"1324",10000,5,75,1,0.399274806663285,0.98
"1325",1e+05,1,75,1,0.306745538099633,0.934
"1326",1e+05,2,75,1,0.302376415116069,0.94
"1327",1e+05,5,75,1,0.303243950699435,0.942
"1328",20000,1,75,1,0.31352188089011,0.943
"1329",20000,2,75,1,0.332347621540005,0.944
"1330",20000,5,75,1,0.323151164762289,0.945
"1331",50000,1,75,1,0.340485383160003,0.89
"1332",50000,2,75,1,0.335531560303688,0.915
"1333",50000,5,75,1,0.326323579621083,0.934
"1334",100,1,76,1,1.23598182142463,0.973
"1335",100,2,76,1,1.21906298098559,0.971
"1336",100,5,76,1,1.23723329623622,0.968
"1337",1000,1,76,1,0.856066810557552,0.975
"1338",1000,2,76,1,0.858292997788388,0.976
"1339",1000,5,76,1,0.856491501913691,0.976
"1340",10000,1,76,1,0.504217142402802,0.921
"1341",10000,2,76,1,0.477474800942608,0.949
"1342",10000,5,76,1,0.469037883301963,0.945
"1343",1e+05,1,76,1,0.270442965186463,0.936
"1344",1e+05,2,76,1,0.261104420779877,0.964
"1345",1e+05,5,76,1,0.260492766742422,0.961
"1346",20000,1,76,1,0.295749489257805,0.966
"1347",20000,2,76,1,0.282243197240484,0.976
"1348",20000,5,76,1,0.272923441107899,0.983
"1349",50000,1,76,1,0.34533546183996,0.893
"1350",50000,2,76,1,0.342456706348903,0.913
"1351",50000,5,76,1,0.336255259104203,0.919
"1352",100,1,77,1,1.20458990156593,0.996
"1353",100,2,77,1,1.22002938427633,0.994
"1354",100,5,77,1,1.199542088186,0.996
"1355",1000,1,77,1,0.836038805204497,0.981
"1356",1000,2,77,1,0.805962283662496,0.98
"1357",1000,5,77,1,0.836129081550574,0.974
"1358",10000,1,77,1,0.418381507658117,0.953
"1359",10000,2,77,1,0.413046121421645,0.952
"1360",10000,5,77,1,0.425010761030259,0.956
"1361",1e+05,1,77,1,0.345567373241333,0.904
"1362",1e+05,2,77,1,0.330879479594479,0.911
"1363",1e+05,5,77,1,0.332531345128686,0.934
"1364",20000,1,77,1,0.293233150115767,0.94
"1365",20000,2,77,1,0.27598578395758,0.958
"1366",20000,5,77,1,0.278428625708615,0.956
"1367",50000,1,77,1,0.358488776466186,0.901
"1368",50000,2,77,1,0.346460394740891,0.921
"1369",50000,5,77,1,0.344994310523154,0.933
"1370",100,1,78,1,1.25013021033607,0.99
"1371",100,2,78,1,1.28088459190789,0.987
"1372",100,5,78,1,1.25420559772713,0.993
"1373",1000,1,78,1,0.803536594617233,0.976
"1374",1000,2,78,1,0.807435555603951,0.978
"1375",1000,5,78,1,0.802008456797693,0.978
"1376",10000,1,78,1,0.476138831505649,0.944
"1377",10000,2,78,1,0.444268596759164,0.967
"1378",10000,5,78,1,0.424215833076167,0.967
"1379",1e+05,1,78,1,0.305032672416971,0.89
"1380",1e+05,2,78,1,0.301174426280937,0.914
"1381",1e+05,5,78,1,0.288529584150614,0.936
"1382",20000,1,78,1,0.269710459431698,0.964
"1383",20000,2,78,1,0.283687468654381,0.975
"1384",20000,5,78,1,0.265299466392351,0.979
"1385",50000,1,78,1,0.351184290086688,0.921
"1386",50000,2,78,1,0.326742462519432,0.947
"1387",50000,5,78,1,0.321996517038441,0.963
"1388",100,1,79,1,1.39088109157239,0.968
"1389",100,2,79,1,1.37964499226164,0.969
"1390",100,5,79,1,1.37898036406131,0.97
"1391",1000,1,79,1,0.772014887964778,0.978
"1392",1000,2,79,1,0.786918858837317,0.973
"1393",1000,5,79,1,0.763499681381281,0.984
"1394",10000,1,79,1,0.496718465396013,0.932
"1395",10000,2,79,1,0.479285662084265,0.949
"1396",10000,5,79,1,0.484273053083087,0.953
"1397",1e+05,1,79,1,0.304946909838548,0.887
"1398",1e+05,2,79,1,0.306060026968439,0.896
"1399",1e+05,5,79,1,0.307041400960232,0.911
"1400",20000,1,79,1,0.374560148342369,0.93
"1401",20000,2,79,1,0.374849360165883,0.937
"1402",20000,5,79,1,0.362364657533733,0.956
"1403",50000,1,79,1,0.318031097041212,0.932
"1404",50000,2,79,1,0.313914976566707,0.934
"1405",50000,5,79,1,0.310883523977483,0.941
"1406",100,1,8,1,1.30491649112306,0.993
"1407",100,2,8,1,1.30802078380296,0.995
"1408",100,5,8,1,1.30201429124875,0.994
"1409",1000,1,8,1,0.798799135409898,0.986
"1410",1000,2,8,1,0.740873597712838,0.99
"1411",1000,5,8,1,0.762488369758313,0.99
"1412",10000,1,8,1,0.419273340492883,0.967
"1413",10000,2,8,1,0.403468820968424,0.969
"1414",10000,5,8,1,0.402262565618549,0.98
"1415",1e+05,1,8,1,0.36991282218029,0.881
"1416",1e+05,2,8,1,0.361498216969285,0.922
"1417",1e+05,5,8,1,0.358758486014681,0.909
"1418",20000,1,8,1,0.427680181604053,0.919
"1419",20000,2,8,1,0.393369609504826,0.954
"1420",20000,5,8,1,0.39765417222865,0.948
"1421",50000,1,8,1,0.324074280819357,0.94
"1422",50000,2,8,1,0.322206241288137,0.946
"1423",50000,5,8,1,0.328696721856515,0.944
"1424",100,1,80,1,1.39385821254465,0.984
"1425",100,2,80,1,1.38604951317218,0.979
"1426",100,5,80,1,1.38919328968335,0.98
"1427",1000,1,80,1,0.940332693696813,0.962
"1428",1000,2,80,1,0.959478112544155,0.955
"1429",1000,5,80,1,0.94623819445066,0.963
"1430",10000,1,80,1,0.48588808049336,0.938
"1431",10000,2,80,1,0.459161149146895,0.96
"1432",10000,5,80,1,0.461393659160132,0.971
"1433",1e+05,1,80,1,0.320684124146368,0.889
"1434",1e+05,2,80,1,0.305068796923228,0.918
"1435",1e+05,5,80,1,0.300958874891661,0.945
"1436",20000,1,80,1,0.284364455245966,0.966
"1437",20000,2,80,1,0.276237831892704,0.983
"1438",20000,5,80,1,0.27261280091343,0.979
"1439",50000,1,80,1,0.251110537000555,0.932
"1440",50000,2,80,1,0.242819803028788,0.96
"1441",50000,5,80,1,0.237847522031441,0.966
"1442",100,1,81,1,1.49882158614646,0.984
"1443",100,2,81,1,1.49397576302373,0.984
"1444",100,5,81,1,1.5117137752202,0.984
"1445",1000,1,81,1,0.840576668356633,0.967
"1446",1000,2,81,1,0.832235558033808,0.964
"1447",1000,5,81,1,0.858443379720288,0.964
"1448",10000,1,81,1,0.441628494831932,0.958
"1449",10000,2,81,1,0.406030315068858,0.97
"1450",10000,5,81,1,0.402128283967918,0.977
"1451",1e+05,1,81,1,0.210170606344504,0.924
"1452",1e+05,2,81,1,0.203149357401228,0.937
"1453",1e+05,5,81,1,0.201902931231778,0.945
"1454",20000,1,81,1,0.392061832485394,0.959
"1455",20000,2,81,1,0.405819115136866,0.95
"1456",20000,5,81,1,0.379726148434073,0.958
"1457",50000,1,81,1,0.318026013419952,0.942
"1458",50000,2,81,1,0.323128540995356,0.939
"1459",50000,5,81,1,0.319654075115235,0.952
"1460",100,1,82,1,1.53904363073329,0.98
"1461",100,2,82,1,1.53901065786099,0.979
"1462",100,5,82,1,1.54170682770843,0.985
"1463",1000,1,82,1,0.964440528916709,0.966
"1464",1000,2,82,1,0.966633189267821,0.965
"1465",1000,5,82,1,0.97774923302918,0.964
"1466",10000,1,82,1,0.311585381893039,0.99
"1467",10000,2,82,1,0.332407098770204,0.984
"1468",10000,5,82,1,0.344906527103905,0.985
"1469",1e+05,1,82,1,0.314761856037729,0.918
"1470",1e+05,2,82,1,0.304862130844177,0.925
"1471",1e+05,5,82,1,0.302518870557337,0.933
"1472",20000,1,82,1,0.300821272301295,0.966
"1473",20000,2,82,1,0.3061373300123,0.961
"1474",20000,5,82,1,0.309020593429771,0.962
"1475",50000,1,82,1,0.355349668267952,0.902
"1476",50000,2,82,1,0.360295589351588,0.931
"1477",50000,5,82,1,0.352571890189035,0.932
"1478",100,1,83,1,1.13206288523075,0.996
"1479",100,2,83,1,1.125816588763,0.993
"1480",100,5,83,1,1.14385072998306,0.994
"1481",1000,1,83,1,0.807127910752953,0.981
"1482",1000,2,83,1,0.807545746781578,0.982
"1483",1000,5,83,1,0.819791568606998,0.982
"1484",10000,1,83,1,0.435688595977182,0.937
"1485",10000,2,83,1,0.441470906079522,0.932
"1486",10000,5,83,1,0.437357361926863,0.961
"1487",1e+05,1,83,1,0.194282160304825,0.965
"1488",1e+05,2,83,1,0.192724786576258,0.973
"1489",1e+05,5,83,1,0.182179228118888,0.975
"1490",20000,1,83,1,0.331340570845502,0.937
"1491",20000,2,83,1,0.32265427044784,0.955
"1492",20000,5,83,1,0.327623878290444,0.957
"1493",50000,1,83,1,0.253199979436958,0.954
"1494",50000,2,83,1,0.257287887131968,0.949
"1495",50000,5,83,1,0.259676427776411,0.961
"1496",100,1,84,1,1.55927451577086,0.956
"1497",100,2,84,1,1.55465230742617,0.962
"1498",100,5,84,1,1.57295350748505,0.955
"1499",1000,1,84,1,1.00367449037402,0.95
"1500",1000,2,84,1,0.994585512526678,0.948
"1501",1000,5,84,1,1.00152585940436,0.956
"1502",10000,1,84,1,0.342053303912603,0.978
"1503",10000,2,84,1,0.361925610305653,0.975
"1504",10000,5,84,1,0.365000556188232,0.974
"1505",1e+05,1,84,1,0.319907882830028,0.903
"1506",1e+05,2,84,1,0.304818524300634,0.919
"1507",1e+05,5,84,1,0.302889291961451,0.922
"1508",20000,1,84,1,0.416517861627008,0.939
"1509",20000,2,84,1,0.420460005786632,0.942
"1510",20000,5,84,1,0.399407911918695,0.95
"1511",50000,1,84,1,0.344148717289915,0.929
"1512",50000,2,84,1,0.338848572508266,0.94
"1513",50000,5,84,1,0.333455319584117,0.944
"1514",100,1,85,1,1.22085231549134,0.984
"1515",100,2,85,1,1.20963751068312,0.984
"1516",100,5,85,1,1.19364449973284,0.979
"1517",1000,1,85,1,0.931364245368726,0.966
"1518",1000,2,85,1,0.938709950283606,0.965
"1519",1000,5,85,1,0.930929910332971,0.964
"1520",10000,1,85,1,0.493830473498221,0.938
"1521",10000,2,85,1,0.455581854800775,0.944
"1522",10000,5,85,1,0.450192424765614,0.96
"1523",1e+05,1,85,1,0.303986860998034,0.944
"1524",1e+05,2,85,1,0.306178479388101,0.945
"1525",1e+05,5,85,1,0.307707900466184,0.95
"1526",20000,1,85,1,0.375208546058299,0.916
"1527",20000,2,85,1,0.398570377052255,0.922
"1528",20000,5,85,1,0.365283430475018,0.946
"1529",50000,1,85,1,0.320698833550251,0.905
"1530",50000,2,85,1,0.304812233046261,0.934
"1531",50000,5,85,1,0.297626404835763,0.941
"1532",100,1,86,1,1.19522924553709,0.984
"1533",100,2,86,1,1.16839864924368,0.989
"1534",100,5,86,1,1.19326477646514,0.985
"1535",1000,1,86,1,0.973808078717154,0.963
"1536",1000,2,86,1,0.96585897868502,0.968
"1537",1000,5,86,1,0.967865796298734,0.965
"1538",10000,1,86,1,0.417020521716631,0.958
"1539",10000,2,86,1,0.40525278682874,0.957
"1540",10000,5,86,1,0.41200815036244,0.961
"1541",1e+05,1,86,1,0.216807745162827,0.928
"1542",1e+05,2,86,1,0.222205789278313,0.939
"1543",1e+05,5,86,1,0.209224940074387,0.955
"1544",20000,1,86,1,0.331240765203976,0.965
"1545",20000,2,86,1,0.310275129995439,0.976
"1546",20000,5,86,1,0.323191260360176,0.973
"1547",50000,1,86,1,0.363673127844705,0.937
"1548",50000,2,86,1,0.363441571739722,0.939
"1549",50000,5,86,1,0.355918309058265,0.95
"1550",100,1,87,1,1.2366259396382,0.986
"1551",100,2,87,1,1.24012702668735,0.986
"1552",100,5,87,1,1.22583112914563,0.984
"1553",1000,1,87,1,0.890347654930676,0.957
"1554",1000,2,87,1,0.891507625467406,0.953
"1555",1000,5,87,1,0.894701072498421,0.954
"1556",10000,1,87,1,0.432962008580296,0.949
"1557",10000,2,87,1,0.436426139215135,0.947
"1558",10000,5,87,1,0.4174108314829,0.963
"1559",1e+05,1,87,1,0.332563099325604,0.885
"1560",1e+05,2,87,1,0.328329002475009,0.929
"1561",1e+05,5,87,1,0.318982440229923,0.942
"1562",20000,1,87,1,0.31637835511292,0.959
"1563",20000,2,87,1,0.295901445991866,0.986
"1564",20000,5,87,1,0.303573935480319,0.977
"1565",50000,1,87,1,0.331688507782246,0.914
"1566",50000,2,87,1,0.312973101859678,0.925
"1567",50000,5,87,1,0.311092944559964,0.93
"1568",100,1,88,1,1.61154052871681,0.966
"1569",100,2,88,1,1.62684292835389,0.968
"1570",100,5,88,1,1.63392260452569,0.965
"1571",1000,1,88,1,0.93213890689037,0.969
"1572",1000,2,88,1,0.913569092525458,0.975
"1573",1000,5,88,1,0.938545054179808,0.967
"1574",10000,1,88,1,0.418946517290765,0.952
"1575",10000,2,88,1,0.421973304773203,0.957
"1576",10000,5,88,1,0.405526989590493,0.96
"1577",1e+05,1,88,1,0.189334754115707,0.942
"1578",1e+05,2,88,1,0.21090903820712,0.958
"1579",1e+05,5,88,1,0.203759608856952,0.96
"1580",20000,1,88,1,0.366688585639924,0.938
"1581",20000,2,88,1,0.370342483859773,0.95
"1582",20000,5,88,1,0.335323385937756,0.969
"1583",50000,1,88,1,0.342968111153374,0.908
"1584",50000,2,88,1,0.342398067377868,0.929
"1585",50000,5,88,1,0.347109517173059,0.927
"1586",100,1,89,1,1.44272278727739,0.975
"1587",100,2,89,1,1.44177753561239,0.973
"1588",100,5,89,1,1.46976593711725,0.966
"1589",1000,1,89,1,0.841899193276279,0.979
"1590",1000,2,89,1,0.830349736927817,0.98
"1591",1000,5,89,1,0.827441524729312,0.977
"1592",10000,1,89,1,0.39741161273044,0.971
"1593",10000,2,89,1,0.375163792348346,0.985
"1594",10000,5,89,1,0.366053242904741,0.987
"1595",1e+05,1,89,1,0.232548248337856,0.931
"1596",1e+05,2,89,1,0.236498583665929,0.935
"1597",1e+05,5,89,1,0.232655639860268,0.942
"1598",20000,1,89,1,0.366859000445502,0.961
"1599",20000,2,89,1,0.357609269572925,0.971
"1600",20000,5,89,1,0.355680484866736,0.964
"1601",50000,1,89,1,0.341875868007763,0.899
"1602",50000,2,89,1,0.340220659986772,0.907
"1603",50000,5,89,1,0.330879934488506,0.941
"1604",100,1,9,1,1.62894410847813,0.942
"1605",100,2,9,1,1.60655185302675,0.945
"1606",100,5,9,1,1.61888428901634,0.941
"1607",1000,1,9,1,0.828906315298477,0.979
"1608",1000,2,9,1,0.852090354714816,0.976
"1609",1000,5,9,1,0.803988811013881,0.985
"1610",10000,1,9,1,0.410850065814752,0.976
"1611",10000,2,9,1,0.418961492178661,0.971
"1612",10000,5,9,1,0.418692057379795,0.97
"1613",1e+05,1,9,1,0.346753448551019,0.928
"1614",1e+05,2,9,1,0.340405021678332,0.931
"1615",1e+05,5,9,1,0.333105302871142,0.941
"1616",20000,1,9,1,0.320392437949996,0.945
"1617",20000,2,9,1,0.312094744915507,0.968
"1618",20000,5,9,1,0.299668706287035,0.981
"1619",50000,1,9,1,0.173945521926587,0.964
"1620",50000,2,9,1,0.171306335093147,0.962
"1621",50000,5,9,1,0.177007818114403,0.977
"1622",100,1,90,1,1.60168677246019,0.98
"1623",100,2,90,1,1.57980681221762,0.981
"1624",100,5,90,1,1.5874179997014,0.98
"1625",1000,1,90,1,0.986561359530218,0.964
"1626",1000,2,90,1,0.977620017365929,0.976
"1627",1000,5,90,1,0.995257419782547,0.968
"1628",10000,1,90,1,0.493082449391454,0.942
"1629",10000,2,90,1,0.479731478547026,0.955
"1630",10000,5,90,1,0.466096286745041,0.965
"1631",1e+05,1,90,1,0.297518396227636,0.83
"1632",1e+05,2,90,1,0.291621095052995,0.88
"1633",1e+05,5,90,1,0.297019213043139,0.896
"1634",20000,1,90,1,0.441157156211935,0.909
"1635",20000,2,90,1,0.421085074310339,0.928
"1636",20000,5,90,1,0.426498799824907,0.938
"1637",50000,1,90,1,0.314330080335542,0.947
"1638",50000,2,90,1,0.295948601243208,0.945
"1639",50000,5,90,1,0.292410066007127,0.947
"1640",100,1,91,1,1.71286257297096,0.948
"1641",100,2,91,1,1.69190892819012,0.951
"1642",100,5,91,1,1.70153616090675,0.951
"1643",1000,1,91,1,1.00499507687929,0.957
"1644",1000,2,91,1,1.01566135214175,0.948
"1645",1000,5,91,1,0.987920887476971,0.961
"1646",10000,1,91,1,0.429222648052298,0.94
"1647",10000,2,91,1,0.454672425623528,0.949
"1648",10000,5,91,1,0.439239790328444,0.943
"1649",1e+05,1,91,1,0.263671863820244,0.916
"1650",1e+05,2,91,1,0.247402084173209,0.952
"1651",1e+05,5,91,1,0.247875857595935,0.948
"1652",20000,1,91,1,0.324247686932004,0.958
"1653",20000,2,91,1,0.322786701871271,0.963
"1654",20000,5,91,1,0.325377360936554,0.959
"1655",50000,1,91,1,0.327722358121642,0.934
"1656",50000,2,91,1,0.343438821040758,0.935
"1657",50000,5,91,1,0.332295949231029,0.946
"1658",100,1,92,1,1.79848110803878,0.927
"1659",100,2,92,1,1.79265844272317,0.929
"1660",100,5,92,1,1.80970232841795,0.928
"1661",1000,1,92,1,0.81298256507507,0.972
"1662",1000,2,92,1,0.799830864276549,0.973
"1663",1000,5,92,1,0.781388363550996,0.98
"1664",10000,1,92,1,0.41313970916894,0.981
"1665",10000,2,92,1,0.417182856081776,0.984
"1666",10000,5,92,1,0.411635470013411,0.983
"1667",1e+05,1,92,1,0.277776311498189,0.928
"1668",1e+05,2,92,1,0.280679156620826,0.932
"1669",1e+05,5,92,1,0.281539861085067,0.933
"1670",20000,1,92,1,0.399843036551868,0.924
"1671",20000,2,92,1,0.387123361755038,0.928
"1672",20000,5,92,1,0.36673561246561,0.956
"1673",50000,1,92,1,0.343031610747038,0.936
"1674",50000,2,92,1,0.35789569672983,0.933
"1675",50000,5,92,1,0.340079923294253,0.949
"1676",100,1,93,1,1.39312005886794,0.971
"1677",100,2,93,1,1.38779035687577,0.971
"1678",100,5,93,1,1.38231893628635,0.971
"1679",1000,1,93,1,0.930039105276174,0.976
"1680",1000,2,93,1,0.898077299398997,0.978
"1681",1000,5,93,1,0.93052852230862,0.975
"1682",10000,1,93,1,0.434620657126034,0.945
"1683",10000,2,93,1,0.433599883625385,0.949
"1684",10000,5,93,1,0.440932565039503,0.944
"1685",1e+05,1,93,1,0.233686180714195,0.935
"1686",1e+05,2,93,1,0.233141443044475,0.941
"1687",1e+05,5,93,1,0.218393136897874,0.958
"1688",20000,1,93,1,0.388826431362951,0.949
"1689",20000,2,93,1,0.371146175190028,0.958
"1690",20000,5,93,1,0.366607486456209,0.964
"1691",50000,1,93,1,0.280945082777239,0.946
"1692",50000,2,93,1,0.271451335856947,0.954
"1693",50000,5,93,1,0.276742125265466,0.955
"1694",100,1,94,1,1.1219215941166,0.993
"1695",100,2,94,1,1.14986417425501,0.994
"1696",100,5,94,1,1.15781598050472,0.993
"1697",1000,1,94,1,0.900432332312294,0.969
"1698",1000,2,94,1,0.877157724359109,0.975
"1699",1000,5,94,1,0.898484263277834,0.969
"1700",10000,1,94,1,0.388903864760614,0.956
"1701",10000,2,94,1,0.376787639765,0.972
"1702",10000,5,94,1,0.377322593151395,0.964
