"n","nchain","run","exp","rmse","cov"
1000,5,27,1,24.811293054825,0.339
10000,1,27,1,32.3608481540608,0.137
10000,2,27,1,32.4160697094525,0.15
10000,5,27,1,32.3540759777224,0.156
1e+05,1,27,1,14.8626663153031,0.114
1e+05,2,27,1,14.8181067039464,0.14
1e+05,5,27,1,14.7656521889147,0.163
20000,1,27,1,16.1977025575302,0.235
20000,2,27,1,16.1383295714216,0.265
20000,5,27,1,16.1240348915112,0.295
50000,1,27,1,20.2004686811982,0.12
50000,2,27,1,20.1738913343912,0.135
50000,5,27,1,20.1396918213873,0.142
100,1,28,1,30.7714558348301,0.412
100,2,28,1,30.5964907133358,0.401
100,5,28,1,30.7270493544596,0.422
1000,1,28,1,22.0916389385517,0.706
1000,2,28,1,21.861910470995,0.692
1000,5,28,1,22.0839093384252,0.719
10000,1,28,1,20.6389314857247,0.243
10000,2,28,1,20.6414610000515,0.268
10000,5,28,1,20.5752891070773,0.269
1e+05,1,28,1,24.0372204071027,0.12
1e+05,2,28,1,23.9651161978825,0.124
1e+05,5,28,1,23.9836396394691,0.138
20000,1,28,1,44.1734607691023,0.005
20000,2,28,1,44.0808911174865,0.004
20000,5,28,1,44.0842969499961,0.005
50000,1,28,1,54.2272394588316,0.015
50000,2,28,1,54.2392469883301,0.017
50000,5,28,1,54.2394885816782,0.017
100,1,29,1,29.58874312386,0.567
100,2,29,1,29.4928371323004,0.569
100,5,29,1,29.607147500975,0.57
1000,1,29,1,30.7950358077374,0.254
1000,2,29,1,30.8085681153465,0.255
1000,5,29,1,30.7671973436003,0.262
10000,1,29,1,27.083408836105,0.292
10000,2,29,1,27.1132918364855,0.292
10000,5,29,1,27.1035756430131,0.306
1e+05,1,29,1,28.2709361492678,0.051
1e+05,2,29,1,28.2145170650426,0.054
1e+05,5,29,1,28.1692376655149,0.063
20000,1,29,1,15.7622254078879,0.188
20000,2,29,1,15.6625047973859,0.211
20000,5,29,1,15.638346701125,0.242
50000,1,29,1,22.918629920901,0.104
50000,2,29,1,22.8605067353197,0.13
50000,5,29,1,22.8378274085978,0.137
100,1,3,1,20.775991709626,0.91
100,2,3,1,20.8467418988195,0.913
100,5,3,1,20.749233464576,0.917
1000,1,3,1,38.8545426418535,0.268
1000,2,3,1,38.8210742590746,0.263
1000,5,3,1,38.8662376763937,0.262
10000,1,3,1,18.131678348776,0.277
10000,2,3,1,18.0695965971293,0.302
10000,5,3,1,17.9952975381306,0.314
1e+05,1,3,1,25.3784740564814,0.07
1e+05,2,3,1,25.3068167685276,0.077
1e+05,5,3,1,25.2996063249744,0.088
20000,1,3,1,18.2573729611205,0.179
20000,2,3,1,18.2391132419072,0.193
20000,5,3,1,18.236308780476,0.209
50000,1,3,1,28.6153771598297,0.058
50000,2,3,1,28.6290986044011,0.075
50000,5,3,1,28.5703255842638,0.076
100,1,30,1,15.960622739043,0.661
100,2,30,1,15.9439983608902,0.661
100,5,30,1,15.9695508304538,0.644
1000,1,30,1,22.4371659255606,0.34
1000,2,30,1,22.4298383757729,0.333
1000,5,30,1,22.3509931560809,0.34
10000,1,30,1,31.2076053830558,0.232
10000,2,30,1,31.0923394596587,0.248
10000,5,30,1,31.1260100597849,0.251
1e+05,1,30,1,34.3277169351143,0.008
1e+05,2,30,1,34.324176804229,0.014
1e+05,5,30,1,34.2744770900962,0.016
20000,1,30,1,21.0811626869748,0.195
20000,2,30,1,20.9977844819099,0.228
20000,5,30,1,20.9336704257845,0.249
50000,1,30,1,16.3818526924458,0.135
50000,2,30,1,16.2872765276731,0.147
50000,5,30,1,16.2467075798879,0.161
100,1,31,1,23.5377123838322,0.92
100,2,31,1,23.5368076663317,0.926
100,5,31,1,23.4834351156491,0.935
1000,1,31,1,21.8436106769501,0.387
1000,2,31,1,22.0301113664932,0.37
1000,5,31,1,22.0032817251007,0.371
10000,1,31,1,29.216185300744,0.142
10000,2,31,1,29.1008101191051,0.146
10000,5,31,1,29.1202423717764,0.151
1e+05,1,31,1,17.5333086308578,0.099
1e+05,2,31,1,17.5215224855858,0.134
1e+05,5,31,1,17.5100415871733,0.156
20000,1,31,1,27.6911916758109,0.193
20000,2,31,1,27.5116902777286,0.2
20000,5,31,1,27.4489859137654,0.222
50000,1,31,1,39.2846344545459,0.017
50000,2,31,1,39.2476899674631,0.026
50000,5,31,1,39.2705824310579,0.027
100,1,32,1,23.5454084381182,0.508
100,2,32,1,23.5902278989647,0.499
100,5,32,1,23.5209289561455,0.506
1000,1,32,1,41.8945909930043,0.341
1000,2,32,1,41.7545274414898,0.336
1000,5,32,1,41.5821281946017,0.348
10000,1,32,1,15.1881981404081,0.414
10000,2,32,1,15.2925786067646,0.439
10000,5,32,1,15.1342501161204,0.471
1e+05,1,32,1,22.5989104386877,0.138
1e+05,2,32,1,22.5154356035776,0.167
1e+05,5,32,1,22.5239094455892,0.179
20000,1,32,1,41.9839644395743,0.038
20000,2,32,1,42.0188436113336,0.038
20000,5,32,1,41.9210541816609,0.042
50000,1,32,1,22.4792718077176,0.119
50000,2,32,1,22.5248893641359,0.122
50000,5,32,1,22.4825035585674,0.137
100,1,33,1,19.8347162232532,0.622
100,2,33,1,19.7518149272816,0.616
100,5,33,1,19.7451669113957,0.62
1000,1,33,1,24.5623900178886,0.413
1000,2,33,1,24.522309486493,0.426
1000,5,33,1,24.5837711391712,0.425
10000,1,33,1,16.382855714193,0.291
10000,2,33,1,16.3409216390767,0.294
10000,5,33,1,16.3108226167916,0.3
1e+05,1,33,1,26.5753382739024,0.142
1e+05,2,33,1,26.4942952848382,0.148
1e+05,5,33,1,26.4763737347479,0.151
20000,1,33,1,20.7838925773179,0.144
20000,2,33,1,20.6792544329591,0.173
20000,5,33,1,20.631194982015,0.189
50000,1,33,1,21.5685081779185,0.188
50000,2,33,1,21.5267530225964,0.199
50000,5,33,1,21.4830799510141,0.206
100,1,34,1,15.6580433624174,0.899
100,2,34,1,15.8393313321499,0.887
100,5,34,1,15.6675276887506,0.895
1000,1,34,1,21.8933827904268,0.67
1000,2,34,1,22.0329927628906,0.658
1000,5,34,1,21.742900584265,0.665
10000,1,34,1,26.2364009545414,0.245
10000,2,34,1,26.0707959875686,0.26
10000,5,34,1,26.0841103675724,0.268
1e+05,1,34,1,14.6536521075442,0.226
1e+05,2,34,1,14.5222419555587,0.239
1e+05,5,34,1,14.5327089953406,0.271
20000,1,34,1,42.4688511931256,0.094
20000,2,34,1,42.3795976883476,0.116
20000,5,34,1,42.3910022377439,0.131
50000,1,34,1,52.1161665213572,0.004
50000,2,34,1,52.2008485379792,0.005
50000,5,34,1,52.1838021366782,0.007
100,1,35,1,21.7376379155648,0.573
100,2,35,1,21.7757207411098,0.58
100,5,35,1,21.7601245621066,0.584
1000,1,35,1,34.9847728979567,0.239
1000,2,35,1,34.932720329868,0.25
1000,5,35,1,34.995393262654,0.237
10000,1,35,1,25.6095167614156,0.253
10000,2,35,1,25.5760051122811,0.27
10000,5,35,1,25.4650331131599,0.27
1e+05,1,35,1,37.42744247501,0.063
1e+05,2,35,1,37.4060133957061,0.065
1e+05,5,35,1,37.2699392900216,0.084
20000,1,35,1,35.5043149646514,0.074
20000,2,35,1,35.5340949093201,0.068
20000,5,35,1,35.4222690777417,0.08
50000,1,35,1,25.3223009061614,0.112
50000,2,35,1,25.2647811124744,0.131
50000,5,35,1,25.1758719288894,0.163
100,1,36,1,12.6124277181146,0.917
100,2,36,1,12.7761753905267,0.909
100,5,36,1,12.7884657145424,0.912
1000,1,36,1,22.8869040126822,0.41
1000,2,36,1,22.74110647688,0.421
1000,5,36,1,22.8229860536308,0.409
10000,1,36,1,40.7196376042357,0.113
10000,2,36,1,40.7613229080623,0.13
10000,5,36,1,40.7067511200442,0.129
1e+05,1,36,1,27.8205746190566,0.023
1e+05,2,36,1,27.7301148060208,0.028
1e+05,5,36,1,27.7410558533191,0.038
20000,1,36,1,33.018181355951,0.085
20000,2,36,1,33.0732883537673,0.097
20000,5,36,1,33.0797650323608,0.103
50000,1,36,1,30.971808407459,0.088
50000,2,36,1,30.9584633637785,0.109
50000,5,36,1,30.9416072153537,0.118
100,1,37,1,20.754419673663,0.749
100,2,37,1,20.7115991008897,0.747
100,5,37,1,20.7732451726671,0.745
1000,1,37,1,23.7543780794498,0.367
1000,2,37,1,23.8250242163228,0.367
1000,5,37,1,23.773792311629,0.381
10000,1,37,1,21.8241313585147,0.264
10000,2,37,1,21.9332275938628,0.276
10000,5,37,1,21.8754999563758,0.286
1e+05,1,37,1,29.1590612091183,0.054
1e+05,2,37,1,29.1803601440951,0.064
1e+05,5,37,1,29.1396313908048,0.085
20000,1,37,1,39.9831957399902,0.041
20000,2,37,1,39.9750809733944,0.049
20000,5,37,1,39.979500988295,0.05
50000,1,37,1,30.0563662964799,0.119
50000,2,37,1,29.8668577688136,0.132
50000,5,37,1,29.7928431203282,0.131
100,1,38,1,21.2056101902087,0.76
100,2,38,1,21.1935281692443,0.751
100,5,38,1,21.2108633766522,0.759
1000,1,38,1,20.3594906249168,0.444
